ID,Product,Status,StatusReason,Purchased,Deactivated,City,State,PostalCode,County,Country,Denomination,DenominationalGroup,TWA,OrganizationClass,StaffUsers,CongregantUsers,UsingOpenInvitationModel,UsingMissionInsite,UsingAccounting,UsingOnlineGiving,UsingBackGroundChecks,UsingPathways,UsingCheckin,UsingMobileCheckin,UsingMinistrySmart,UsingRefreshWebsites,TWA_grouped,CongregantUsers_grouped,LikesACS,State_cleaned,MissingValues,Timeline,state_county,Party,Covid
ACL6OA10005U,Realm Connect,Active,,2022-02-11,,Sparks,NV,89436-9129,Washoe,US,Baptist - SBC,Baptist,305,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,NV,2,< 1 Yr,NV WASHOE,DEMOCRAT,False
ACL6OA10008V,Realm Inform,Not Using,No Longer Needed,2020-03-23,2020-10-23,Beaverton,OR,97005-0699,Washington,US,Baptist,Baptist,980,Church,,,False,False,True,False,False,False,False,False,False,False,< 1479,N,False,OR,2,Covid Purchase,OR WASHINGTON,DEMOCRAT,True
ACL6OA106AI4,Realm Connect,Active,,2020-04-21,,Pe Ell,WA,98572,,US,Assembly of God,Assembly of God,150,Church,4,11,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,WA,1,Covid Purchase,-1,N,True
ACP42A3000G7,Realm Connect,Active,,2019-04-24,,Abingdon,VA,24210-2808,Washington,US,Episcopal,Episcopal and Anglican,,Church,9,1,False,False,True,True,False,False,False,False,False,False,N,< 256,True,VA,1,820 <= days < 1200,VA WASHINGTON,REPUBLICAN,False
ACP42A400012,Realm Connect,Active,,2022-01-10,,Virginia Beach,VA,23464-6807,Virginia Beach City,US,Baptist - Independent,Baptist,3500,Church,,,False,False,False,False,False,False,False,False,False,False,1479 - 7878,N,True,VA,2,< 1 Yr,VA VIRGINIA BEACH CITY,DEMOCRAT,False
ACP42A400013,Realm Connect,Active,,2020-01-09,,Chesapeake,VA,23323-1819,Chesapeake City,US,Baptist,Baptist,180,Church,3,25,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,VA,0,820 <= days < 1200,VA CHESAPEAKE CITY,DEMOCRAT,False
ACRJVA20008J,Realm Connect,Active,,2021-01-13,,Sikeston,MO,63801-5044,Scott,US,Christian Ch. Disc. of Christ,Other,500,Church,4,38,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,MO,0,365 <= days < 650,MO SCOTT,REPUBLICAN,False
ACRJVA2000E6,Realm Connect,Active,,2017-08-14,,West Memphis,AR,72303-1835,Crittenden,US,Baptist - SBC,Baptist,1800,Church,10,44,False,False,True,True,False,True,True,False,False,False,1479 - 7878,< 256,True,AR,0,> 1200 days,AR CRITTENDEN,DEMOCRAT,False
ACSS0A20005Y,Realm Connect,Active,,2022-02-10,,Chapel Hill,NC,27516-9231,Orange,US,Episcopal,Episcopal and Anglican,302,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,NC,2,< 1 Yr,NC ORANGE,DEMOCRAT,False
ACSS0A2000EI,Realm Connect,Active,,2019-03-05,,Chesapeake,VA,23320-3903,Chesapeake City,US,Baptist - SBC,Baptist,1800,Church,37,897,True,False,True,True,False,False,False,False,False,False,1479 - 7878,256-1056,True,VA,0,820 <= days < 1200,VA CHESAPEAKE CITY,DEMOCRAT,False
ACVMZA1000H5,Realm Multiply,Active,,2017-11-20,,Memphis,TN,38018,Shelby,US,Assembly of God,Assembly of God,2500,Church,24,87,False,False,True,False,False,False,True,False,False,False,1479 - 7878,< 256,True,TN,0,> 1200 days,TN SHELBY,DEMOCRAT,False
ACVMZA1000KM,Realm Connect,Active,,2017-07-26,,Waynesboro,MS,39367-2793,Wayne,US,Baptist - SBC,Baptist,600,Church,1,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,MS,0,> 1200 days,MS WAYNE,REPUBLICAN,False
ACVMZA1000NR,Realm Connect,Active,,2019-12-12,,Daleville,AL,36322-2105,Dale,US,Baptist,Baptist,,Church,2,15,False,False,True,False,False,False,False,False,False,False,N,< 256,True,AL,1,820 <= days < 1200,AL DALE,REPUBLICAN,False
ACVMZA1000NS,Realm Connect,Not Using,No Longer Needed,2018-10-10,2021-06-10,Ocean Springs,MS,39564-3930,Jackson,US,Baptist,Baptist,,Church,,,False,False,False,False,False,False,False,False,False,False,N,N,False,MS,3,> 1200 days,MS JACKSON,REPUBLICAN,False
ACVMZA1000OM,Realm Connect,Active,,2021-01-29,,Meridian,MS,39301-4022,Lauderdale,US,Christian Ch. Disc. of Christ,Other,585,Church,3,45,False,False,False,False,False,False,False,False,True,False,< 1479,< 256,True,MS,0,365 <= days < 650,MS LAUDERDALE,REPUBLICAN,False
ACVMZA1000ON,Realm Connect,Active,,2019-12-09,,Biloxi,MS,39532-2009,Harrison,US,Pentecostal - UPCI,Pentecostal,1100,Church,27,207,False,False,True,True,True,True,False,False,False,False,< 1479,< 256,True,MS,0,820 <= days < 1200,MS HARRISON,REPUBLICAN,False
ACVMZA1000OY,Realm Connect,Active,,2019-03-18,,Pascagoula,MS,39568-0371,Jackson,US,Methodist - UMC,Methodist,1200,Church,14,13,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,MS,0,820 <= days < 1200,MS JACKSON,REPUBLICAN,False
ACVMZA1000PE,Realm Connect,Not Using,Closed Doors/Merged,2019-10-25,2020-04-24,Jackson,MS,39202-2938,Hinds,US,Baptist,Baptist,,Church,,,False,False,False,False,False,False,False,False,False,False,N,N,False,MS,3,820 <= days < 1200,MS HINDS,DEMOCRAT,False
ACVMZA1000PW,Realm Inform,Active,,2021-04-22,,Prentiss,MS,39474,,US,Baptist - SBC,Baptist,1075,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,MS,3,365 <= days < 650,-1,N,False
ACVMZA1000QB,Realm Inform,Active,,2017-10-24,,Spanish Fort,AL,36527-5060,Baldwin,US,Presbyterian,Presbyterian,500,Church,13,28,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,AL,0,> 1200 days,AL BALDWIN,REPUBLICAN,False
ACVMZA1000QS,Realm Connect,Active,,2020-07-10,,Hattiesburg,MS,39401-3833,Forrest,US,Episcopal,Episcopal and Anglican,510,Church,10,60,False,False,True,True,False,False,False,False,True,False,< 1479,< 256,True,MS,0,Covid Purchase,MS FORREST,REPUBLICAN,True
ACVMZA1000RI,Realm Connect,Active,,2017-08-10,,Pinson,AL,35126-2599,Jefferson,US,Baptist - SBC,Baptist,1900,Church,24,7,False,False,True,True,False,False,False,False,False,False,1479 - 7878,< 256,True,AL,0,> 1200 days,AL JEFFERSON,DEMOCRAT,False
ACVMZA1000RJ,Realm Connect,Active,,2020-12-01,,Montgomery,AL,36110-1928,Montgomery,US,Baptist - SBC,Baptist,200,Church,2,23,True,False,True,True,False,False,False,False,True,False,< 1479,< 256,True,AL,0,365 <= days < 650,AL MONTGOMERY,DEMOCRAT,False
ACVMZA1000RV,Realm Connect,Active,,2021-07-14,,Vestavia Hills,AL,35216-1799,Jefferson,US,Episcopal,Episcopal and Anglican,350,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,AL,2,< 1 Yr,AL JEFFERSON,DEMOCRAT,False
ACVMZA1000V5,Realm Connect,Active,,2020-07-09,,Prattville,AL,36066-5557,Autauga,US,Baptist - SBC,Baptist,2200,Church,11,73,False,False,False,False,False,False,False,False,True,False,1479 - 7878,< 256,True,AL,0,Covid Purchase,AL AUTAUGA,REPUBLICAN,True
ACVMZA1000V7,Realm Inform,Active,,2017-02-28,,Birmingham,AL,35214-3499,Jefferson,US,Baptist - Independent,Baptist,926,Church,2,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,AL,0,> 1200 days,AL JEFFERSON,DEMOCRAT,False
ACVMZA1000VF,Realm Connect,Active,,2020-09-17,,Moundville,AL,35474-0306,Hale,US,Baptist - Independent,Baptist,743,Church,3,18,False,False,True,False,True,False,False,False,True,False,< 1479,< 256,True,AL,0,365 <= days < 650,AL HALE,DEMOCRAT,False
ACVMZA1000VG,Realm Connect,Active,,2018-10-10,,Deville,LA,71328,,US,Baptist - SBC,Baptist,800,Church,10,139,False,False,True,True,False,True,True,True,False,False,< 1479,< 256,True,LA,1,> 1200 days,-1,N,False
ACVMZA1000VV,Realm Connect,Active,,2019-10-24,,Hueytown,AL,35023-5767,Jefferson,US,Baptist,Baptist,930,Church,9,108,True,False,True,True,False,False,True,False,False,False,< 1479,< 256,True,AL,0,820 <= days < 1200,AL JEFFERSON,DEMOCRAT,False
ACVMZA1000VW,Realm Multiply,Active,,2017-09-11,,Birmingham,AL,35242-6902,Shelby,US,Baptist - SBC,Baptist,600,Church,35,321,False,False,True,True,True,False,True,False,True,False,< 1479,256-1056,True,AL,0,> 1200 days,AL SHELBY,REPUBLICAN,False
ACVMZA1000WJ,Realm Inform,Active,,2020-02-05,,Alexandria,AL,36250-5599,Calhoun,US,Baptist - Independent,Baptist,1443,Church,7,20,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,AL,0,820 <= days < 1200,AL CALHOUN,REPUBLICAN,False
ACVMZA10012J,Realm Connect,Not Using,Not satisfied with software,2017-10-02,2018-05-29,Birmingham,AL,35205-1400,Jefferson,US,Presbyterian - PCUSA,Presbyterian,200,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,AL,2,> 1200 days,AL JEFFERSON,DEMOCRAT,False
ACVMZA10015S,Realm Connect,Active,,2020-08-07,,Shreveport,LA,71129-2606,Caddo,US,Baptist - Independent,Baptist,700,Church,10,28,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,LA,0,Covid Purchase,LA CADDO,DEMOCRAT,True
ACWI7A100000,Realm Connect,Active,,2017-09-13,,Chesterfield,VA,23838-2936,Chesterfield,US,Baptist - SBC,Baptist,500,Church,6,31,False,False,False,False,False,False,True,True,False,False,< 1479,< 256,True,VA,0,> 1200 days,VA CHESTERFIELD,DEMOCRAT,False
ACWI7A2000BM,Realm Connect,Active,,2017-02-13,,Cary,NC,27513-9683,Wake,US,Non - Denominational,Non - Denominational,220,Church,7,196,True,False,False,True,False,False,True,False,False,False,< 1479,< 256,True,NC,0,> 1200 days,NC WAKE,DEMOCRAT,False
ACWI7A2000C1,Realm Connect,Not Using,No Longer Needed,2021-02-19,2021-04-23,Chesapeake,VA,23321-1510,Chesapeake City,US,Baptist - SBC,Baptist,212,Church,,,False,False,True,False,False,False,False,False,False,False,< 1479,N,False,VA,2,365 <= days < 650,VA CHESAPEAKE CITY,DEMOCRAT,False
ACYEKA10005M,Realm Connect,Active,,2017-09-18,,Port Charlotte,FL,33952-1423,Charlotte,US,Assembly of God,Assembly of God,120,Church,8,49,False,False,True,True,False,True,True,False,False,False,< 1479,< 256,True,FL,0,> 1200 days,FL CHARLOTTE,REPUBLICAN,False
ACYEKA1000US,Realm Connect,Active,,2017-09-05,,Hilliard,FL,32046-7312,Nassau,US,Baptist - SBC,Baptist,360,Church,9,5,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,FL,0,> 1200 days,FL NASSAU,REPUBLICAN,False
ADAF0A20000E,Realm Connect,Active,,2017-10-06,,Lodi,CA,95242-9669,San Joaquin,US,Non - Denominational,Non - Denominational,398,Church,27,173,False,False,True,True,True,False,True,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA SAN JOAQUIN,DEMOCRAT,False
ADAF0A20000W,Realm Office,Active,,2021-03-03,,Burlington,ON,L7N 3J2,,Canada,Pentecostal - Asmbly of Canada,Pentecostal,15000,Denominational Office,49,69,False,False,True,False,False,False,True,False,False,False,7879 - 112074,< 256,True,NotUS,1,365 <= days < 650,-1,N,False
ADAF0A20001B,Realm Connect,Active,,2018-05-17,,Palm Springs,CA,92262-5662,Riverside,US,Episcopal,Episcopal and Anglican,580,Church,10,85,True,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA RIVERSIDE,DEMOCRAT,False
ADAF0A30001H,Realm Connect,Active,,2019-03-05,,Sacramento,CA,95842-3327,Sacramento,US,African Methodist Episcopal,AME,200,Church,1,2,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,CA,0,820 <= days < 1200,CA SACRAMENTO,DEMOCRAT,False
ADAF0A40000D,Realm Inform,Active,,2018-11-28,,Palo Alto,CA,94301-1721,Santa Clara,US,Episcopal,Episcopal and Anglican,225,Church,1,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA SANTA CLARA,DEMOCRAT,False
ADAF0A40000E,Realm Connect,Active,,2018-10-31,,Carmel,CA,93923-8572,Monterey,US,Episcopal,Episcopal and Anglican,180,Church,7,3,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA MONTEREY,DEMOCRAT,False
ADAF0A40000I,Realm Connect,Active,,2019-01-10,,Rancho Cucamonga,CA,91737-4282,San Bernardino,US,Nazarene,Other,1000,Church,10,37,True,False,True,True,False,False,True,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA SAN BERNARDINO,DEMOCRAT,False
ADAF0A40000R,Realm Connect,Active,,2019-01-06,,Hercules,CA,94547-3801,Contra Costa,US,Church of God - TN (COGT),Church of God,150,Church,8,25,False,False,True,False,False,False,True,True,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA CONTRA COSTA,DEMOCRAT,False
ADAF0A500008,Realm Inform,Active,,2020-05-19,,Marshall,MI,49068-1186,Calhoun,US,Episcopal,Episcopal and Anglican,160,Church,5,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,MI,0,Covid Purchase,MI CALHOUN,REPUBLICAN,True
ADAF0A60000Q,Realm Connect,Active,,2018-10-10,,Orange,CA,92865-2921,Orange,US,Lutheran - Missouri Synod,Lutheran,3000,Church,25,592,True,False,False,True,False,False,True,True,False,False,1479 - 7878,256-1056,True,CA,0,> 1200 days,CA ORANGE,DEMOCRAT,False
AG2H8A100012,Realm Connect,Active,,2020-08-05,,Hampton,VA,23669-3504,Hampton City,US,Baptist - CBF,Baptist,1100,Church,3,63,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,VA,0,Covid Purchase,VA HAMPTON CITY,DEMOCRAT,True
AG2H8A100016,Realm Connect,Not Using,Account merged,2018-07-03,2019-03-01,Holly Springs,NC,27540,,US,Baptist - SBC,Baptist,52,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,NC,3,> 1200 days,-1,N,False
AG2H8A20000W,Realm Connect,Active,,2017-02-20,,Greenville,NC,27858-6749,Pitt,US,Pentecostal-Int Holiness IPHC,Pentecostal,300,Church,16,21,True,False,True,True,False,False,True,False,False,False,< 1479,< 256,True,NC,0,> 1200 days,NC PITT,DEMOCRAT,False
AGFERA400000,Realm Connect,Active,,2018-12-18,,Virginia Beach,VA,23456-3918,Virginia Beach City,US,Non - Denominational,Non - Denominational,250,Church,9,146,True,False,False,True,False,False,True,False,False,False,< 1479,< 256,True,VA,0,> 1200 days,VA VIRGINIA BEACH CITY,DEMOCRAT,False
AGFERA50000R,Realm Connect,Active,,2022-03-08,,Suffolk,VA,23434-6020,Suffolk City,US,Baptist - SBC,Baptist,743,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,VA,2,< 1 Yr,VA SUFFOLK CITY,DEMOCRAT,False
AGFERA600004,Realm Connect,Active,,2020-03-17,,Yorktown,VA,23693-3821,York,US,Episcopal,Episcopal and Anglican,240,Church,6,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,VA,0,Covid Purchase,VA YORK,DEMOCRAT,True
AGFERA600006,Realm Connect,Active,,2021-03-25,,Collinsville,VA,24078-0036,Henry,US,Baptist - SBC,Baptist,800,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,VA,2,365 <= days < 650,VA HENRY,REPUBLICAN,False
AGFERA60000B,Realm Connect,Active,,2019-01-07,,Supply,NC,28462-5968,Brunswick,US,Methodist - UMC,Methodist,400,Church,11,149,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,NC,0,> 1200 days,NC BRUNSWICK,REPUBLICAN,False
AGFERA700005,Realm Inform,Active,,2018-05-08,,Daleville,VA,24083-3656,,US,Methodist - UMC,Methodist,450,Church,1,0,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,VA,1,> 1200 days,-1,N,False
AGFERA70000A,Realm Connect,Active,,2018-09-17,,Chesapeake,VA,23322-2313,Chesapeake City,US,Baptist,Baptist,500,Church,26,455,True,False,True,True,False,False,True,True,False,False,< 1479,256-1056,True,VA,0,> 1200 days,VA CHESAPEAKE CITY,DEMOCRAT,False
AGFERA70000W,Realm Inform,Active,,2020-04-28,,Beaufort,NC,28516-2152,Carteret,US,Baptist - SBC,Baptist,450,Church,4,1,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,NC,0,Covid Purchase,NC CARTERET,REPUBLICAN,True
AGFERA700012,Realm Connect,Active,,2017-11-16,,Carolina Beach,NC,28428-1559,New Hanover,US,Episcopal,Episcopal and Anglican,150,Church,12,42,False,False,True,True,False,False,True,False,False,False,< 1479,< 256,True,NC,0,> 1200 days,NC NEW HANOVER,REPUBLICAN,False
AGFERA70001E,Realm Connect,Active,,2017-05-02,,Scottsville,VA,24590-3500,Fluvanna,US,Baptist - SBC,Baptist,130,Church,20,105,False,False,False,True,False,False,True,False,False,False,< 1479,< 256,True,VA,0,> 1200 days,VA FLUVANNA,DEMOCRAT,False
AGFERA70001N,Realm Inform,Active,,2018-07-19,,Beaufort,NC,28516-2152,Carteret,US,Methodist - UMC,Methodist,1000,Church,3,1,False,True,False,False,False,False,False,False,False,False,< 1479,< 256,True,NC,0,> 1200 days,NC CARTERET,REPUBLICAN,False
AGFERA80000E,Realm Connect,Active,,2018-07-13,,Raleigh,NC,27604-3770,Wake,US,Non - Denominational,Non - Denominational,150,Church,6,29,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,NC,0,> 1200 days,NC WAKE,DEMOCRAT,False
AGFERA80000N,Realm Inform,Active,,2018-08-30,,Palmyra,VA,22963-4834,Fluvanna,US,Lutheran - ELCA,Lutheran,150,Church,2,2,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,VA,0,> 1200 days,VA FLUVANNA,DEMOCRAT,False
AGFERA80000T,Realm Connect,Active,,2018-02-26,,Raleigh,NC,27603-3552,Wake,US,Inter-Denominational,Non - Denominational,700,Church,14,183,True,False,False,True,True,True,True,True,False,False,< 1479,< 256,True,NC,0,> 1200 days,NC WAKE,DEMOCRAT,False
AGFERA80000Y,Realm Inform,Active,,2017-09-20,,Raleigh,NC,27617-7411,Wake,US,United Church of Christ,United Church of Christ,263,Church,9,2,False,True,False,False,False,False,False,False,False,False,< 1479,< 256,True,NC,0,> 1200 days,NC WAKE,DEMOCRAT,False
AGFERA800016,Realm Connect,Active,,2021-04-26,,Bristol,TN,37620-1720,Sullivan,US,Baptist - Independent,Baptist,400,Church,,,False,False,False,False,False,False,True,False,False,False,< 1479,N,True,TN,2,365 <= days < 650,TN SULLIVAN,REPUBLICAN,False
AGFERA800017,Realm Inform,Not Using,No Longer Needed,2018-07-19,2021-07-19,Southport,NC,28461-3816,Brunswick,US,Baptist - SBC,Baptist,900,Church,3,8,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,False,NC,0,> 1200 days,NC BRUNSWICK,REPUBLICAN,False
AGFERA800017,Realm Connect,Return,Not ready to implement,2018-07-19,2018-07-19,Southport,NC,28461-3816,Brunswick,US,Baptist - SBC,Baptist,900,Church,3,8,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,False,NC,0,> 1200 days,NC BRUNSWICK,REPUBLICAN,False
AGFERA80001C,Realm Inform,Active,,2021-01-12,,Williamsburg,VA,23188-9123,James City,US,Presbyterian - PCUSA,Presbyterian,150,Church,2,0,False,False,True,False,False,False,False,False,True,False,< 1479,< 256,True,VA,0,365 <= days < 650,VA JAMES CITY,DEMOCRAT,False
AGFERA900009,Realm Inform,Not Using,Upgraded,2017-04-28,2017-05-22,Virginia Beach,VA,23457-1154,Virginia Beach City,US,Inter-Denominational,Non - Denominational,275,Church,3,61,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,False,VA,0,> 1200 days,VA VIRGINIA BEACH CITY,DEMOCRAT,False
AGFERA900009,Realm Connect,Active,,2017-04-28,,Virginia Beach,VA,23457-1154,Virginia Beach City,US,Inter-Denominational,Non - Denominational,275,Church,3,61,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,VA,0,> 1200 days,VA VIRGINIA BEACH CITY,DEMOCRAT,False
AGFERAA00005,Realm Connect,Active,,2020-10-30,,Durham,NC,27703-9747,Durham,US,Inter-Denominational,Non - Denominational,150,Church,5,7,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,NC,0,365 <= days < 650,NC DURHAM,DEMOCRAT,False
AGFERAA00006,Realm Connect,Active,,2020-07-07,,North Chesterfield,VA,23236-4303,Chesterfield,US,Baptist - CBF,Baptist,950,Church,6,1,False,False,False,True,False,False,False,False,True,False,< 1479,< 256,True,VA,0,Covid Purchase,VA CHESTERFIELD,DEMOCRAT,True
AGFERAA0000E,Realm Connect,Active,,2017-08-10,,Salem,VA,24153-4522,Salem,US,Unitarian,Other,400,Church,2,2,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,VA,0,> 1200 days,VA SALEM,N,False
AGP6FA200009,Realm Connect,Active,,2019-10-22,,Schulenburg,TX,78956-1123,Fayette,US,Baptist - SBC,Baptist,200,Church,6,26,True,False,True,True,False,False,True,False,False,False,< 1479,< 256,True,TX,0,820 <= days < 1200,TX FAYETTE,REPUBLICAN,False
AHQSHA00002Z,Realm Connect,Active,,2017-03-23,,Hudson,WI,54016-1341,Saint Croix,US,Lutheran - Missouri Synod,Lutheran,1500,Church,12,160,True,True,True,True,False,False,False,True,False,False,1479 - 7878,< 256,True,WI,0,> 1200 days,WI SAINT CROIX,N,False
AHQSHA00003B,Realm Connect,Active,,2019-08-21,,Minneapolis,MN,55403-3223,Hennepin,US,Methodist - UMC,Methodist,1390,Church,35,483,True,True,True,True,False,False,True,True,False,False,< 1479,256-1056,True,MN,0,820 <= days < 1200,MN HENNEPIN,DEMOCRAT,False
ALTMQA200004,Realm Connect,Active,,2017-06-29,,Mesquite,TX,75150-5881,Dallas,US,Non - Denominational,Non - Denominational,650,Church,6,31,False,False,True,True,False,False,True,False,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX DALLAS,DEMOCRAT,False
ALTMQA200006,Realm Connect,Active,,2019-02-21,,Perryton,TX,79070-2455,Ochiltree,US,Baptist - SBC,Baptist,,Church,3,39,False,False,True,True,False,False,False,False,False,False,N,< 256,True,TX,1,820 <= days < 1200,TX OCHILTREE,REPUBLICAN,False
ALTMQA20000E,Realm Connect,Active,,2019-10-31,,El Paso,TX,79902-5203,El Paso,US,Anglican,Episcopal and Anglican,800,Church,12,6,True,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,TX,0,820 <= days < 1200,TX EL PASO,DEMOCRAT,False
ALTMQA300002,Realm Connect,Active,,2017-11-17,,Prosper,TX,75078-2907,Collin,US,Episcopal,Episcopal and Anglican,350,Church,15,102,False,False,True,True,False,False,True,False,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX COLLIN,REPUBLICAN,False
ALTMQA400000,Realm Connect,Active,,2017-11-13,,Tyler,TX,75703-8004,Smith,US,Church of God - TN (COGT),Church of God,1000,Church,13,71,True,False,False,False,False,True,True,False,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX SMITH,REPUBLICAN,False
ALTVXA000093,Realm Connect,Active,,2018-08-10,,Murfreesboro,TN,37128-4008,Rutherford,US,Non - Denominational,Non - Denominational,800,Church,25,573,True,False,False,True,False,False,True,False,False,False,< 1479,256-1056,True,TN,0,> 1200 days,TN RUTHERFORD,REPUBLICAN,False
ALTVXA00009E,Realm Multiply,Active,,2020-03-26,,Nashville,TN,37206-4210,Davidson,US,Nazarene,Other,1600,Church,27,262,False,False,True,True,False,False,True,False,False,False,1479 - 7878,256-1056,True,TN,0,Covid Purchase,TN DAVIDSON,DEMOCRAT,True
ALTVXA0000AV,Realm Connect,Active,,2021-06-30,,Madison,TN,37115-2104,Davidson,US,Baptist - SBC,Baptist,,Church,,,False,False,False,False,False,False,False,False,False,False,N,N,True,TN,3,< 1 Yr,TN DAVIDSON,DEMOCRAT,False
ALTVXA0000B6,Realm Connect,Active,,2017-06-29,,Cleveland,TN,37311-5946,Bradley,US,Non - Denominational,Non - Denominational,,Church,1,3,False,False,False,True,False,False,False,False,False,False,N,< 256,True,TN,1,> 1200 days,TN BRADLEY,REPUBLICAN,False
ALTVXA0000BB,Realm Connect,Active,,2018-04-18,,Cleveland,TN,37311-6026,Bradley,US,Independent Christian,Other,,Church,1,28,True,False,False,True,False,False,True,False,False,False,N,< 256,True,TN,1,> 1200 days,TN BRADLEY,REPUBLICAN,False
